id	title	director
<http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision>	Maya Lin: A Strong Clear Vision@en	Freida Lee Mock@en
<http://dbpedia.org/resource/A_Doll%27s_House_%281959_film%29>	A Doll's House (1959 film)@en	George Schaefer (director)@en
<http://dbpedia.org/resource/Wrestling_With_Angels:_Playwright_Tony_Kushner>	Wrestling With Angels: Playwright Tony Kushner@en	Freida Lee Mock@en
<http://dbpedia.org/resource/The_New_Adventures_of_J._Rufus_Wallingford>	The New Adventures of J. Rufus Wallingford@en	Leopold Wharton@en
<http://dbpedia.org/resource/Reign_of_Fire_%28film%29>	Reign of Fire (film)@en	Rob Bowman (filmmaker)@en
<http://dbpedia.org/resource/Davy_Crockett_and_the_River_Pirates>	Davy Crockett and the River Pirates@en	Norman Foster (director)@en
<http://dbpedia.org/resource/Air_Bud:_Golden_Receiver>	Air Bud: Golden Receiver@en	Richard Martin (director)@en
<http://dbpedia.org/resource/Operation_Homecoming:_Writing_the_Wartime_Experience>	Operation Homecoming: Writing the Wartime Experience@en	Richard E. Robbins@en
<http://dbpedia.org/resource/Stomp%21_Shout%21_Scream%21>	Stomp! Shout! Scream!@en	Jay Wade Edwards@en
<http://dbpedia.org/resource/We%27ve_Never_Been_Licked>	We've Never Been Licked@en	John Rawlins (director)@en
<http://dbpedia.org/resource/Dirty_Gertie_from_Harlem_U.S.A.>	Dirty Gertie from Harlem U.S.A.@en	Spencer Williams (actor)@en
<http://dbpedia.org/resource/En_slem_Dreng>	En slem Dreng@en	Lau Lauritzen Sr.@en
<http://dbpedia.org/resource/The_Committee_on_Credentials>	The Committee on Credentials@en	George Marshall (director)@en
<http://dbpedia.org/resource/The_%22Weird_Al%22_Yankovic_Video_Library>	The "Weird Al" Yankovic Video Library@en	"Weird Al" Yankovic@en
<http://dbpedia.org/resource/The_Love_Machine_%28film%29>	The Love Machine (film)@en	Jack Haley, Jr.@en
<http://dbpedia.org/resource/Youth_Without_Youth_%28film%29>	Youth Without Youth (film)@en	Francis Ford Coppola@en
<http://dbpedia.org/resource/Somewhere_in_the_Night_%28film%29>	Somewhere in the Night (film)@en	Joseph L. Mankiewicz@en
<http://dbpedia.org/resource/Danger_Island_%28serial%29>	Danger Island (serial)@en	Ray Taylor (director)@en
<http://dbpedia.org/resource/How_the_West_Was_Won_%28film%29>	How the West Was Won (film)@en	George Marshall (director)@en
<http://dbpedia.org/resource/Mad_Max_Beyond_Thunderdome>	Mad Max Beyond Thunderdome@en	George Ogilvie@en
<http://dbpedia.org/resource/Hum_Aapke_Hain_Kaun...%21>	Hum Aapke Hain Kaun...!@en	Sooraj R. Barjatya@en
<http://dbpedia.org/resource/Battlestar_Galactica:_The_Second_Coming>	Battlestar Galactica: The Second Coming@en	Jay Woelfel@en
<http://dbpedia.org/resource/The_George_Raft_Story_%28film%29>	The George Raft Story (film)@en	Joseph M. Newman@en
<http://dbpedia.org/resource/Bratz:_Starrin_&_Stylin%27>	Bratz: Starrin & Stylin'@en	Sean McNamara (director)@en
<http://dbpedia.org/resource/Augustin,_King_of_Kung-Fu>	Augustin, King of Kung-Fu@en	Anne Fontaine (filmmaker)@en
<http://dbpedia.org/resource/Ring_of_Fear_%28film%29>	Ring of Fear (film)@en	William A. Wellman@en
<http://dbpedia.org/resource/Me_and_My_Kid_Brother_and_Doggie>	Me and My Kid Brother and Doggie@en	Lisbeth Movin@en
<http://dbpedia.org/resource/Me_and_My_Kid_Brother_and_Doggie>	Me and My Kid Brother and Doggie@en	Lisbeth Movin@en
<http://dbpedia.org/resource/A_Problem_with_Fear>	A Problem with Fear@en	Gary Burns (director)@en
<http://dbpedia.org/resource/The_Perils_of_Pauline_%281947_film%29>	The Perils of Pauline (1947 film)@en	George Marshall (director)@en
<http://dbpedia.org/resource/Ode_to_Billy_Joe_%28film%29>	Ode to Billy Joe (film)@en	Max Baer, Jr.@en
<http://dbpedia.org/resource/Down_to_Earth_%282001_film%29>	Down to Earth (2001 film)@en	Paul Weitz (filmmaker)@en
<http://dbpedia.org/resource/Barque_sortant_du_port>	Barque sortant du port@en	Auguste and Louis Lumière@en
<http://dbpedia.org/resource/The_Diary_of_Ellen_Rimbauer_%28TV_film%29>	The Diary of Ellen Rimbauer (TV film)@en	Craig R. Baxley@en
<http://dbpedia.org/resource/Mother_Teresa:_In_the_Name_of_God%27s_Poor>	Mother Teresa: In the Name of God's Poor@en	Kevin Connor (director)@en
<http://dbpedia.org/resource/Agent_Cody_Banks_2:_Destination_London>	Agent Cody Banks 2: Destination London@en	Kevin Allen (actor)@en
<http://dbpedia.org/resource/The_Boys_from_Syracuse_%28film%29>	The Boys from Syracuse (film)@en	A. Edward Sutherland@en
<http://dbpedia.org/resource/How_to_Lose_Friends_&_Alienate_People_%28film%29>	How to Lose Friends & Alienate People (film)@en	Robert B. Weide@en
<http://dbpedia.org/resource/The_Fourth_Protocol_%28film%29>	The Fourth Protocol (film)@en	John Mackenzie (director)@en
<http://dbpedia.org/resource/The_Ace_of_Scotland_Yard>	The Ace of Scotland Yard@en	Ray Taylor (director)@en
<http://dbpedia.org/resource/The_Song_of_the_Sea_Shell>	The Song of the Sea Shell@en	William Desmond Taylor@en
<http://dbpedia.org/resource/The_Time_of_Your_Life_%28film%29>	The Time of Your Life (film)@en	H. C. Potter@en
<http://dbpedia.org/resource/The_World_According_to_Garp_%28film%29>	The World According to Garp (film)@en	George Roy Hill@en
<http://dbpedia.org/resource/Man_of_the_World_%28film%29>	Man of the World (film)@en	Richard Wallace (director)@en
<http://dbpedia.org/resource/The_Big_Combo>	The Big Combo@en	Joseph H. Lewis (director)@en
<http://dbpedia.org/resource/In_the_Army_Now_%28film%29>	In the Army Now (film)@en	Daniel Petrie, Jr.@en
<http://dbpedia.org/resource/Churchill:_The_Hollywood_Years>	Churchill: The Hollywood Years@en	Peter Richardson (actor)@en
<http://dbpedia.org/resource/Night_of_the_Living_Dead_%28film_series%29>	Night of the Living Dead (film series)@en	George A. Romero@en
<http://dbpedia.org/resource/The_Country_Doctor_%28film%29>	The Country Doctor (film)@en	D. W. Griffith@en
<http://dbpedia.org/resource/Logan%27s_Run_%28film%29>	Logan's Run (film)@en	Michael Anderson (director)@en
<http://dbpedia.org/resource/The_Meteor_Man_%28film%29>	The Meteor Man (film)@en	Robert Townsend (actor)@en
<http://dbpedia.org/resource/To_Be_or_Not_to_Be_%281983_film%29>	To Be or Not to Be (1983 film)@en	Alan Johnson (choreographer)@en
<http://dbpedia.org/resource/Scanners_III:_The_Takeover>	Scanners III: The Takeover@en	Christian Duguay (director)@en
<http://dbpedia.org/resource/The_Parent_Trap_%281961_film%29>	The Parent Trap (1961 film)@en	David Swift (director)@en
<http://dbpedia.org/resource/In_the_Mood_%28film%29>	In the Mood (film)@en	Phil Alden Robinson@en
<http://dbpedia.org/resource/The_Young_in_Heart>	The Young in Heart@en	Richard Wallace (director)@en
<http://dbpedia.org/resource/Heartbreak_Hotel_%28film%29>	Heartbreak Hotel (film)@en	Chris Columbus (filmmaker)@en
<http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_5:_The_Dream_Child>	A Nightmare on Elm Street 5: The Dream Child@en	Stephen Hopkins (director)@en
<http://dbpedia.org/resource/Babe:_Pig_in_the_City>	Babe: Pig in the City@en	George Miller (producer)@en
<http://dbpedia.org/resource/The_Dark_Half_%28film%29>	The Dark Half (film)@en	George A. Romero@en
<http://dbpedia.org/resource/Father_Is_a_Bachelor>	Father Is a Bachelor@en	Norman Foster (director)@en
<http://dbpedia.org/resource/The_Toxic_Avenger_Part_III:_The_Last_Temptation_of_Toxie>	The Toxic Avenger Part III: The Last Temptation of Toxie@en	Michael Herz (producer)@en
<http://dbpedia.org/resource/Life_Begins_at_Forty_%281935_film%29>	Life Begins at Forty (1935 film)@en	George Marshall (director)@en
<http://dbpedia.org/resource/The_Blind_Side_%28film%29>	The Blind Side (film)@en	John Lee Hancock@en
<http://dbpedia.org/resource/Dick_Tracy_vs._Cueball>	Dick Tracy vs. Cueball@en	Gordon Douglas (director)@en
<http://dbpedia.org/resource/The_Motel_%28film%29>	The Motel (film)@en	Michael Kang (director)@en
<http://dbpedia.org/resource/They_Were_Not_Divided>	They Were Not Divided@en	Terence Young (director)@en
<http://dbpedia.org/resource/That_Championship_Season_%281982_film%29>	That Championship Season (1982 film)@en	Jason Miller (playwright)@en
<http://dbpedia.org/resource/A_Millionaire_for_Christy>	A Millionaire for Christy@en	George Marshall (director)@en
<http://dbpedia.org/resource/%22Weird_Al%22_Yankovic:_The_Ultimate_Collection>	"Weird Al" Yankovic: The Ultimate Collection@en	"Weird Al" Yankovic@en
<http://dbpedia.org/resource/Adventure_in_Baltimore_%281949_film%29>	Adventure in Baltimore (1949 film)@en	Richard Wallace (director)@en
<http://dbpedia.org/resource/The_Red_Shoes_%281948_film%29>	The Red Shoes (1948 film)@en	Michael Powell (director)@en
<http://dbpedia.org/resource/Donnie_Brasco_%28film%29>	Donnie Brasco (film)@en	Mike Newell (director)@en
<http://dbpedia.org/resource/The_Great_Adventures_of_Wild_Bill_Hickok>	The Great Adventures of Wild Bill Hickok@en	Mack V. Wright@en
<http://dbpedia.org/resource/Year_of_the_Fish>	Year of the Fish@en	David Kaplan (filmmaker)@en
<http://dbpedia.org/resource/Ernest_in_the_Army>	Ernest in the Army@en	John R. Cherry III@en
<http://dbpedia.org/resource/It%27s_a_Great_Feeling>	It's a Great Feeling@en	David Butler (director)@en
<http://dbpedia.org/resource/The_Monster_X_Strikes_Back/Attack_the_G8_Summit>	The Monster X Strikes Back/Attack the G8 Summit@en	Minoru Kawasaki (film director)@en
<http://dbpedia.org/resource/Baby:_Secret_of_the_Lost_Legend>	Baby: Secret of the Lost Legend@en	Bill L. Norton@en
<http://dbpedia.org/resource/Melodies_Old_and_New>	Melodies Old and New@en	Edward Cahn (director)@en
<http://dbpedia.org/resource/The_Incredible_Shrinking_Man>	The Incredible Shrinking Man@en	Jack Arnold (director)@en
<http://dbpedia.org/resource/Two_for_the_Money_%28film%29>	Two for the Money (film)@en	D. J. Caruso@en
<http://dbpedia.org/resource/The_Flame_Trees_of_Thika_%28TV_series%29>	The Flame Trees of Thika (TV series)@en	Roy Ward Baker@en
<http://dbpedia.org/resource/The_Flame_Trees_of_Thika_%28TV_series%29>	The Flame Trees of Thika (TV series)@en	Roy Ward Baker@en
<http://dbpedia.org/resource/Sea_of_Sand_%28film%29>	Sea of Sand (film)@en	Guy Green (filmmaker)@en
<http://dbpedia.org/resource/Muhammad:_The_Last_Prophet>	Muhammad: The Last Prophet@en	Richard Rich (director)@en
<http://dbpedia.org/resource/Love_Is_a_Many-Splendored_Thing_%28film%29>	Love Is a Many-Splendored Thing (film)@en	Henry King (director)@en
<http://dbpedia.org/resource/Mohan_Joshi_Hazir_Ho%21>	Mohan Joshi Hazir Ho!@en	Saeed Akhtar Mirza@en
<http://dbpedia.org/resource/Happy_Feet_Two>	Happy Feet Two@en	George Miller (filmmaker)@en
<http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier>	Davy Crockett, King of the Wild Frontier@en	Norman Foster (director)@en
<http://dbpedia.org/resource/The_House_Without_a_Key_%28serial%29>	The House Without a Key (serial)@en	Spencer Gordon Bennet@en
<http://dbpedia.org/resource/Little_Old_New_York>	Little Old New York@en	Henry King (director)@en
<http://dbpedia.org/resource/A_Stranger_Is_Watching_%28film%29>	A Stranger Is Watching (film)@en	Sean S. Cunningham@en
<http://dbpedia.org/resource/Dick_Tracy_vs._Crime,_Inc.>	Dick Tracy vs. Crime, Inc.@en	William Witney@en
<http://dbpedia.org/resource/The_Floor_Above>	The Floor Above@en	James Kirkwood, Sr.@en
<http://dbpedia.org/resource/Who_Framed_Roger_Rabbit>	Who Framed Roger Rabbit@en	Robert Zemeckis@en
<http://dbpedia.org/resource/Charlie_Chan_in_Reno>	Charlie Chan in Reno@en	Norman Foster (director)@en
<http://dbpedia.org/resource/Charlie_Chan_in_Reno>	Charlie Chan in Reno@en	Norman Foster (director)@en
<http://dbpedia.org/resource/The_Swan_Princess_II:_Escape_from_Castle_Mountain>	The Swan Princess II: Escape from Castle Mountain@en	Richard Rich (director)@en
<http://dbpedia.org/resource/The_City_of_Your_Final_Destination>	The City of Your Final Destination@en	James Ivory (director)@en
<http://dbpedia.org/resource/In_the_Year_of_the_Pig>	In the Year of the Pig@en	Emile de Antonio@en
<http://dbpedia.org/resource/The_Thief_of_Bagdad_%281940_film%29>	The Thief of Bagdad (1940 film)@en	Michael Powell (director)@en
<http://dbpedia.org/resource/New_York_%28film%29>	New York (film)@en	Kabir Khan (director)@en
<http://dbpedia.org/resource/A_Tale_of_Two_Cities_%281935_film%29>	A Tale of Two Cities (1935 film)@en	Jack Conway (film-maker)@en
<http://dbpedia.org/resource/Behind_the_Mask_%281932_film%29>	Behind the Mask (1932 film)@en	John Francis Dillon (director)@en
<http://dbpedia.org/resource/Final_Destination_3>	Final Destination 3@en	James Wong (producer)@en
<http://dbpedia.org/resource/A_Feud_in_the_Kentucky_Hills>	A Feud in the Kentucky Hills@en	D. W. Griffith@en
<http://dbpedia.org/resource/Tarzan_and_the_Valley_of_Gold>	Tarzan and the Valley of Gold@en	Robert Day (film director)@en
<http://dbpedia.org/resource/Son_of_Fury:_The_Story_of_Benjamin_Blake>	Son of Fury: The Story of Benjamin Blake@en	John Cromwell (director)@en
<http://dbpedia.org/resource/Anacondas:_The_Hunt_for_the_Blood_Orchid>	Anacondas: The Hunt for the Blood Orchid@en	Dwight H. Little@en
<http://dbpedia.org/resource/Arms_and_the_Man_%28film%29>	Arms and the Man (film)@en	Franz Peter Wirth@en
<http://dbpedia.org/resource/Brothers_in_Law_%28film%29>	Brothers in Law (film)@en	John and Roy Boulting@en
<http://dbpedia.org/resource/In_His_Life:_The_John_Lennon_Story>	In His Life: The John Lennon Story@en	David Carson (director)@en
<http://dbpedia.org/resource/The_5,000_Fingers_of_Dr._T>	The 5,000 Fingers of Dr. T@en	Roy Rowland (film director)@en
<http://dbpedia.org/resource/Running_with_Scissors_%28film%29>	Running with Scissors (film)@en	Ryan Murphy (writer)@en
<http://dbpedia.org/resource/The_Uncertainty_Principle_%28film%29>	The Uncertainty Principle (film)@en	Manoel de Oliveira@en
<http://dbpedia.org/resource/Herberg_for_Hjeml%C3%B8se>	Herberg for Hjemløse@en	Lau Lauritzen Sr.@en
<http://dbpedia.org/resource/Dance_of_Death_%28film%29>	Dance of Death (film)@en	David Giles (director)@en
<http://dbpedia.org/resource/Abduction:_The_Megumi_Yokota_Story>	Abduction: The Megumi Yokota Story@en	Chris Sheridan (director)@en
<http://dbpedia.org/resource/Tucker:_The_Man_and_His_Dream>	Tucker: The Man and His Dream@en	Francis Ford Coppola@en
<http://dbpedia.org/resource/Bendu_Apparao_R.M.P>	Bendu Apparao R.M.P@en	E V V Satyanarayana@en
<http://dbpedia.org/resource/A_Boyfriend_for_Christmas>	A Boyfriend for Christmas@en	Kevin Connor (director)@en
<http://dbpedia.org/resource/Scum_of_the_Earth%21>	Scum of the Earth!@en	Herschell Gordon Lewis@en
<http://dbpedia.org/resource/Poltergeist_II:_The_Other_Side>	Poltergeist II: The Other Side@en	Brian Gibson (director)@en
<http://dbpedia.org/resource/I%27d_Climb_the_Highest_Mountain>	I'd Climb the Highest Mountain@en	Henry King (director)@en
<http://dbpedia.org/resource/Duel_in_the_Sun_%28film%29>	Duel in the Sun (film)@en	Sidney Franklin (director)@en
<http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer_%281938_film%29>	The Adventures of Tom Sawyer (1938 film)@en	George Cukor@en
<http://dbpedia.org/resource/Sweet_Kitty_Bellairs_%281916_film%29>	Sweet Kitty Bellairs (1916 film)@en	James Young (director)@en
<http://dbpedia.org/resource/Retreat,_Hell%21>	Retreat, Hell!@en	Joseph H. Lewis (director)@en
<http://dbpedia.org/resource/Echoes_of_a_Summer>	Echoes of a Summer@en	Don Taylor (actor)@en
<http://dbpedia.org/resource/Another_Part_of_the_Forest_%28film%29>	Another Part of the Forest (film)@en	Michael Gordon (film director)@en
<http://dbpedia.org/resource/Sinbad:_Legend_of_the_Seven_Seas>	Sinbad: Legend of the Seven Seas@en	Tim Johnson (film director)@en
<http://dbpedia.org/resource/The_Guns_of_Navarone_%28film%29>	The Guns of Navarone (film)@en	J. Lee Thompson@en
<http://dbpedia.org/resource/The_Trail_of_the_Lonesome_Pine_%281916_film%29>	The Trail of the Lonesome Pine (1916 film)@en	Cecil B. DeMille@en
<http://dbpedia.org/resource/At_the_Earth%27s_Core_%28film%29>	At the Earth's Core (film)@en	Kevin Connor (director)@en
<http://dbpedia.org/resource/Isn%27t_It_Romantic%3F_%28film%29>	Isn't It Romantic? (film)@en	Norman Z. McLeod@en
<http://dbpedia.org/resource/Elton_John:_Me,_Myself_&_I>	Elton John: Me, Myself & I@en	James Strong (director)@en
<http://dbpedia.org/resource/Too_Colourful_for_the_League>	Too Colourful for the League@en	Mila Aung-Thwin@en
<http://dbpedia.org/resource/Where_Angels_Go,_Trouble_Follows>	Where Angels Go, Trouble Follows@en	James Neilson (director)@en
<http://dbpedia.org/resource/Drop_Dead_Gorgeous_%28film%29>	Drop Dead Gorgeous (film)@en	Michael Patrick Jann@en
<http://dbpedia.org/resource/The_Incredible_World_of_James_Bond>	The Incredible World of James Bond@en	Jack Haley Jr.@en
<http://dbpedia.org/resource/Gods_and_Generals_%28film%29>	Gods and Generals (film)@en	Ronald F. Maxwell@en
<http://dbpedia.org/resource/Gods_and_Generals_%28film%29>	Gods and Generals (film)@en	Ronald F. Maxwell@en
<http://dbpedia.org/resource/The_West_Point_Story_%28film%29>	The West Point Story (film)@en	Roy Del Ruth@en
<http://dbpedia.org/resource/Harry_Brown_%28film%29>	Harry Brown (film)@en	Daniel Barber (director)@en
<http://dbpedia.org/resource/Into_the_Arms_of_Strangers:_Stories_of_the_Kindertransport>	Into the Arms of Strangers: Stories of the Kindertransport@en	Mark Jonathan Harris@en
<http://dbpedia.org/resource/The_High_and_the_Mighty_%28film%29>	The High and the Mighty (film)@en	William A. Wellman@en
<http://dbpedia.org/resource/The_Frog_Prince_%281984_film%29>	The Frog Prince (1984 film)@en	Brian Gilbert (director)@en
<http://dbpedia.org/resource/Winners_of_the_West_%281940_serial%29>	Winners of the West (1940 serial)@en	Ford Beebe@en
<http://dbpedia.org/resource/When_the_Ham_Turned>	When the Ham Turned@en	Frank Griffin (director)@en
<http://dbpedia.org/resource/The_Anonymous_Venetian_%28film%29>	The Anonymous Venetian (film)@en	Enrico Maria Salerno@en
<http://dbpedia.org/resource/Police_Academy_%28franchise%29>	Police Academy (franchise)@en	Jerry Paris@en
<http://dbpedia.org/resource/Police_Academy_%28franchise%29>	Police Academy (franchise)@en	Jerry Paris@en
<http://dbpedia.org/resource/Mayflower:_The_Pilgrims%27_Adventure>	Mayflower: The Pilgrims' Adventure@en	George Schaefer (director)@en
<http://dbpedia.org/resource/Ride_the_Wild_Surf>	Ride the Wild Surf@en	Don Taylor (actor)@en
<http://dbpedia.org/resource/Brown_of_Harvard_%281911_film%29>	Brown of Harvard (1911 film)@en	Colin Campbell (director)@en
<http://dbpedia.org/resource/The_Mystery_of_the_Double_Cross>	The Mystery of the Double Cross@en	Louis J. Gasnier@en
<http://dbpedia.org/resource/Over_the_Hedge_%28film%29>	Over the Hedge (film)@en	Karey Kirkpatrick@en
<http://dbpedia.org/resource/Bratz_Kidz:_Sleep-Over_Adventure>	Bratz Kidz: Sleep-Over Adventure@en	Sean McNamara (director)@en
<http://dbpedia.org/resource/Mee-Shee:_The_Water_Giant>	Mee-Shee: The Water Giant@en	John Henderson (director)@en
<http://dbpedia.org/resource/A_Room_with_a_View_%28film%29>	A Room with a View (film)@en	James Ivory (director)@en
<http://dbpedia.org/resource/Battling_with_Buffalo_Bill>	Battling with Buffalo Bill@en	Ray Taylor (director)@en
<http://dbpedia.org/resource/Ernest_Goes_to_Africa>	Ernest Goes to Africa@en	John R. Cherry III@en
<http://dbpedia.org/resource/Ernest_Goes_to_Africa>	Ernest Goes to Africa@en	John R. Cherry III@en
<http://dbpedia.org/resource/Ernest_Goes_to_Africa>	Ernest Goes to Africa@en	John R. Cherry III@en
<http://dbpedia.org/resource/The_Yacht_Isabel_Arrived_This_Afternoon>	The Yacht Isabel Arrived This Afternoon@en	Carlos Hugo Christensen@en
<http://dbpedia.org/resource/Rachel_and_the_Stranger>	Rachel and the Stranger@en	Norman Foster (director)@en
<http://dbpedia.org/resource/The_Man_Who_Changed_His_Mind>	The Man Who Changed His Mind@en	Robert Stevenson (director)@en
<http://dbpedia.org/resource/The_Show_of_Shows_%28film%29>	The Show of Shows (film)@en	John G. Adolfi@en
<http://dbpedia.org/resource/The_White_Sister_%281923_film%29>	The White Sister (1923 film)@en	Henry King (director)@en
<http://dbpedia.org/resource/Coyote_Ugly_%28film%29>	Coyote Ugly (film)@en	David McNally (director)@en
<http://dbpedia.org/resource/Journey_into_Fear_%281943_film%29>	Journey into Fear (1943 film)@en	Norman Foster (director)@en
<http://dbpedia.org/resource/The_House_Where_Evil_Dwells>	The House Where Evil Dwells@en	Kevin Connor (director)@en
<http://dbpedia.org/resource/Under_the_Domim_Tree>	Under the Domim Tree@en	Eli Cohen (actor)@en
<http://dbpedia.org/resource/The_Return_of_the_Riddle_Rider>	The Return of the Riddle Rider@en	Robert F. Hill@en
<http://dbpedia.org/resource/Crash_%27n%27_Burn_%281977_film%29>	Crash 'n' Burn (1977 film)@en	Ross McLaren (filmmaker)@en
<http://dbpedia.org/resource/Don%27t_Lie_%28film%29>	Don't Lie (film)@en	Edward Cahn (director)@en
<http://dbpedia.org/resource/Floris_%28film%29>	Floris (film)@en	Jean van de Velde (director)@en
<http://dbpedia.org/resource/Dead_Reckoning_%28film%29>	Dead Reckoning (film)@en	John Cromwell (director)@en
<http://dbpedia.org/resource/Crude_Oil_%28film%29>	Crude Oil (film)@en	Wang Bing (director)@en
<http://dbpedia.org/resource/The_Legend_of_the_Roller_Blade_Seven>	The Legend of the Roller Blade Seven@en	Donald G. Jackson@en
<http://dbpedia.org/resource/From_Beyond_the_Grave>	From Beyond the Grave@en	Kevin Connor (director)@en
<http://dbpedia.org/resource/The_Battle_of_the_River_Plate_%28film%29>	The Battle of the River Plate (film)@en	Michael Powell (director)@en
<http://dbpedia.org/resource/The_Strange_Case_of_Mary_Page>	The Strange Case of Mary Page@en	J. Charles Haydon@en
<http://dbpedia.org/resource/Carmen:_A_Hip_Hopera>	Carmen: A Hip Hopera@en	Robert Townsend (actor)@en
<http://dbpedia.org/resource/Ali_Baba_Goes_to_Town>	Ali Baba Goes to Town@en	David Butler (director)@en
<http://dbpedia.org/resource/The_Man_from_Bitter_Ridge>	The Man from Bitter Ridge@en	Jack Arnold (director)@en
<http://dbpedia.org/resource/Aaron_Loves_Angela>	Aaron Loves Angela@en	Gordon Parks, Jr.@en
<http://dbpedia.org/resource/A_New_Day_in_Old_Sana%27a>	A New Day in Old Sana'a@en	Bader Ben Hirsi@en
<http://dbpedia.org/resource/Love_on_the_Dole_%28film%29>	Love on the Dole (film)@en	John Baxter (director)@en
<http://dbpedia.org/resource/Event_Horizon_%28film%29>	Event Horizon (film)@en	Paul W. S. Anderson@en
<http://dbpedia.org/resource/One_Fine_Day_%28film%29>	One Fine Day (film)@en	Michael Hoffman (American director)@en
<http://dbpedia.org/resource/The_Higher_Law_%281911_film%29>	The Higher Law (1911 film)@en	George Nichols (actor)@en
<http://dbpedia.org/resource/The_Rats_of_Tobruk_%281944_film%29>	The Rats of Tobruk (1944 film)@en	Charles Chauvel (filmmaker)@en
<http://dbpedia.org/resource/The_Rats_of_Tobruk_%281944_film%29>	The Rats of Tobruk (1944 film)@en	Charles Chauvel (filmmaker)@en
<http://dbpedia.org/resource/GoBots:_Battle_of_the_Rock_Lords>	GoBots: Battle of the Rock Lords@en	Ray Patterson (animator)@en
<http://dbpedia.org/resource/Love_Me_Tender_%28film%29>	Love Me Tender (film)@en	Robert D. Webb@en
<http://dbpedia.org/resource/Batman_and_Robin_%28serial%29>	Batman and Robin (serial)@en	Spencer Gordon Bennet@en
<http://dbpedia.org/resource/Immortal_Beloved_%28film%29>	Immortal Beloved (film)@en	Bernard Rose (director)@en
<http://dbpedia.org/resource/Johnny_Tremain_%28film%29>	Johnny Tremain (film)@en	Robert Stevenson (director)@en
<http://dbpedia.org/resource/Another_48_Hrs.>	Another 48 Hrs.@en	Walter Hill (filmmaker)@en
<http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_%281937_film%29>	Snow White and the Seven Dwarfs (1937 film)@en	Wilfred Jackson@en
<http://dbpedia.org/resource/De_besejrede_Pebersvende>	De besejrede Pebersvende@en	Lau Lauritzen Sr.@en
<http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain>	3 Ninjas: High Noon at Mega Mountain@en	Sean McNamara (director)@en
<http://dbpedia.org/resource/What_a_Way_to_Go%21>	What a Way to Go!@en	J. Lee Thompson@en
<http://dbpedia.org/resource/Operation_Crossbow_%28film%29>	Operation Crossbow (film)@en	Michael Anderson (director)@en
<http://dbpedia.org/resource/The_Sorrows_of_Satan_%28film%29>	The Sorrows of Satan (film)@en	D.W. Griffith@en
<http://dbpedia.org/resource/Girls_in_the_Night>	Girls in the Night@en	Jack Arnold (director)@en
<http://dbpedia.org/resource/Romance_with_a_Double_Bass>	Romance with a Double Bass@en	Robert Young (director)@en
<http://dbpedia.org/resource/That%27s_Dancing%21>	That's Dancing!@en	Jack Haley, Jr.@en
<http://dbpedia.org/resource/It_Couldn%27t_Happen_Here>	It Couldn't Happen Here@en	Jack Bond (director)@en
<http://dbpedia.org/resource/Howards_End_%28film%29>	Howards End (film)@en	James Ivory (director)@en
<http://dbpedia.org/resource/Battle_for_the_Planet_of_the_Apes>	Battle for the Planet of the Apes@en	J. Lee Thompson@en
<http://dbpedia.org/resource/I_Thank_a_Fool>	I Thank a Fool@en	Robert Stevens (director)@en
<http://dbpedia.org/resource/Police_Academy_4:_Citizens_on_Patrol>	Police Academy 4: Citizens on Patrol@en	Jim Drake (director)@en
<http://dbpedia.org/resource/N%21ai,_the_Story_of_a_%21Kung_Woman>	N!ai, the Story of a !Kung Woman@en	John Marshall (filmmaker)@en
<http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_%28film%29>	Buffy the Vampire Slayer (film)@en	Fran Rubel Kuzui@en
<http://dbpedia.org/resource/The_Dam_Busters_%28film%29>	The Dam Busters (film)@en	Michael Anderson (director)@en
<http://dbpedia.org/resource/The_Stuff_Heroes_Are_Made_Of>	The Stuff Heroes Are Made Of@en	D. W. Griffith@en
<http://dbpedia.org/resource/The_Lady_Takes_a_Flyer>	The Lady Takes a Flyer@en	Jack Arnold (director)@en
<http://dbpedia.org/resource/The_Last_Days_of_Pompeii_%281935_film%29>	The Last Days of Pompeii (1935 film)@en	Merian C. Cooper@en
<http://dbpedia.org/resource/Feed_%27em_and_Weep>	Feed 'em and Weep@en	Gordon Douglas (director)@en
<http://dbpedia.org/resource/Even_Cowgirls_Get_the_Blues_%28film%29>	Even Cowgirls Get the Blues (film)@en	Gus Van Sant@en
<http://dbpedia.org/resource/A_Town_Like_Alice_%28film%29>	A Town Like Alice (film)@en	Jack Lee (film director)@en
<http://dbpedia.org/resource/Tarzan_and_the_Huntress>	Tarzan and the Huntress@en	Kurt Neumann (director)@en
<http://dbpedia.org/resource/Tarzan_and_the_Huntress>	Tarzan and the Huntress@en	Kurt Neumann (director)@en
<http://dbpedia.org/resource/Tarzan_and_the_Huntress>	Tarzan and the Huntress@en	Kurt Neumann (director)@en
<http://dbpedia.org/resource/Bride_of_the_Regiment>	Bride of the Regiment@en	John Francis Dillon (director)@en
