id,title,director
"<http://data.linkedmdb.org/resource/film/15092>","Heartbreak Hotel","Chris Columbus (Director)"
"<http://data.linkedmdb.org/resource/film/4651>","A Nightmare on Elm Street 5: The Dream Child","Stephen Hopkins (Director)"
"<http://data.linkedmdb.org/resource/film/1107>","Babe: Pig in the City","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/7898>","The Dark Half","George A. Romero (Director)"
"<http://data.linkedmdb.org/resource/film/54193>","Father Is a Bachelor","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/8571>","The Toxic Avenger Part III: The Last Temptation of Toxie","Lloyd Kaufman (Director)"
"<http://data.linkedmdb.org/resource/film/94410>","Life Begins at Forty","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/81099>","The Blind Side","John Lee Hancock (Director)"
"<http://data.linkedmdb.org/resource/film/22692>","Dick Tracy vs. Cueball","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/11513>","The Motel","Michael Kang (Director)"
"<http://data.linkedmdb.org/resource/film/49628>","They Were Not Divided","Terence Young (Director)"
"<http://data.linkedmdb.org/resource/film/8011>","That Championship Season","Jason Miller (Director)"
"<http://data.linkedmdb.org/resource/film/97286>","A Millionaire for Christy","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/6123>","Weird Al Yankovic: The Ultimate Collection","Jay Levey (Director)"
"<http://data.linkedmdb.org/resource/film/96684>","Adventure in Baltimore","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/87>","The Red Shoes","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/3169>","Donnie Brasco","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/21357>","The Great Adventures of Wild Bill Hickok","Mack V. Wright (Director)"
"<http://data.linkedmdb.org/resource/film/17825>","Year of the Fish","David Kaplan (Director)"
"<http://data.linkedmdb.org/resource/film/46684>","Ernest in the Army","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/3703>","It's a Great Feeling","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/56825>","The Monster X Strikes Back/Attack the G8 Summit","Minoru Kawasaki (Director)"
"<http://data.linkedmdb.org/resource/film/6229>","Baby: Secret of the Lost Legend","Bill L. Norton (Director)"
"<http://data.linkedmdb.org/resource/film/68351>","Melodies Old and New","Edward Cahn (Director)"
"<http://data.linkedmdb.org/resource/film/38148>","The Incredible Shrinking Man","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/43725>","Two for the Money","D.J. Caruso (Director)"
"<http://data.linkedmdb.org/resource/film/61104>","The Flame Trees of Thika","Roy Ward Baker (Director)"
"<http://data.linkedmdb.org/resource/film/43615>","The Flame Trees of Thika","Roy Ward Baker (Director)"
"<http://data.linkedmdb.org/resource/film/48079>","Sea of Sand","Guy Green (Director)"
"<http://data.linkedmdb.org/resource/film/12509>","Muhammad: The Last Prophet","Richard Rich (Director)"
"<http://data.linkedmdb.org/resource/film/273>","Love Is a Many-Splendored Thing","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/22741>","Mohan Joshi Hazir Ho!","Saeed Akhtar Mirza (Director)"
"<http://data.linkedmdb.org/resource/film/41428>","Happy Feet","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/3405>","Davy Crockett, King of the Wild Frontier","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/52431>","The House Without a Key","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/54217>","Little Old New York","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/6025>","A Stranger Is Watching","Sean S. Cunningham (Director)"
"<http://data.linkedmdb.org/resource/film/11173>","Dick Tracy vs Crime Inc","William Witney (Director)"
"<http://data.linkedmdb.org/resource/film/50116>","The Floor Above","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/38427>","Who Framed Roger Rabbit","Richard Williams (Director)"
"<http://data.linkedmdb.org/resource/film/57986>","Charlie Chan in Reno","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/96715>","Charlie Chan in Panama","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/15793>","The Swan Princess II: Escape from Castle Mountain","Richard Rich (Director)"
"<http://data.linkedmdb.org/resource/film/18311>","The City of Your Final Destination","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/49698>","In the Year of the Pig","Emile de Antonio (Director)"
"<http://data.linkedmdb.org/resource/film/5130>","The Thief of Bagdad","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/65372>","New York","Kabir Khan (Director)"
"<http://data.linkedmdb.org/resource/film/106>","A Tale of Two Cities","Robert Z. Leonard (Director)"
"<http://data.linkedmdb.org/resource/film/54268>","Behind the Mask","John Francis Dillon (Director)"
"<http://data.linkedmdb.org/resource/film/38968>","Final Destination","James Wong (Director)"
"<http://data.linkedmdb.org/resource/film/21638>","A Feud in the Kentucky Hills","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/55453>","Tarzan and the Valley of Gold","Robert Day (Director)"
"<http://data.linkedmdb.org/resource/film/53893>","Son of Fury: The Story of Benjamin Blake","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/1612>","Anacondas: The Hunt for the Blood Orchid","Dwight H. Little (Director)"
"<http://data.linkedmdb.org/resource/film/23327>","Arms and the Man","Franz Peter Wirth (Director)"
"<http://data.linkedmdb.org/resource/film/48841>","Brothers in Law","John and Roy Boulting (Director)"
"<http://data.linkedmdb.org/resource/film/64102>","In His Life: The John Lennon Story","David Carson (Director)"
"<http://data.linkedmdb.org/resource/film/2203>","The 5,000 Fingers of Dr. T","J. Roy Rowland (Director)"
"<http://data.linkedmdb.org/resource/film/3700>","Running with Scissors","Ryan Murphy (Director)"
"<http://data.linkedmdb.org/resource/film/96507>","The Uncertainty Principle","Manoel de Oliveira (Director)"
"<http://data.linkedmdb.org/resource/film/66829>","Herberg for Hjeml?se","Lau Lauritzen Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/6402>","Dance of Death","David Giles (Director)"
"<http://data.linkedmdb.org/resource/film/5492>","Abduction: The Megumi Yokota Story","Patty Kim (Director)"
"<http://data.linkedmdb.org/resource/film/2307>","Tucker: The Man and His Dream","Francis Ford Coppola (Director)"
"<http://data.linkedmdb.org/resource/film/96452>","Bendu Apparao R.M.P","E V V Satyanarayana (Director)"
"<http://data.linkedmdb.org/resource/film/72204>","A Boyfriend for Christmas","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/86844>","Scum of the Earth!","Herschell Gordon Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/9336>","Poltergeist II: The Other Side","Brian Gibson (Director)"
"<http://data.linkedmdb.org/resource/film/13269>","I'd Climb the Highest Mountain","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/38839>","Duel in the Sun","William Dieterle (Director)"
"<http://data.linkedmdb.org/resource/film/23667>","The Adventures of Tom Sawyer","George Cukor (Director)"
"<http://data.linkedmdb.org/resource/film/97335>","Sweet Kitty Bellairs","James Young (Director)"
"<http://data.linkedmdb.org/resource/film/5273>","Retreat, Hell!","Joseph H. Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/98316>","Echoes of a Summer","Don Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/53883>","Another Part of the Forest","Michael Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/683>","Sinbad: Legend of the Seven Seas","Tim Johnson (Director)"
"<http://data.linkedmdb.org/resource/film/9277>","The Guns of Navarone","J. Lee Thompson (Director)"
"<http://data.linkedmdb.org/resource/film/23744>","The Trail of the Lonesome Pine","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/5837>","At the Earth's Core","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/16538>","Isn't It Romantic?","Norman Z. McLeod (Director)"
"<http://data.linkedmdb.org/resource/film/78002>","Elton John: Me, Myself & I","James Strong (Director)"
"<http://data.linkedmdb.org/resource/film/76990>","Too Colourful for the League","Mila Aung-Thwin (Director)"
"<http://data.linkedmdb.org/resource/film/23369>","Where Angels Go, Trouble Follows","James Neilson (Director)"
"<http://data.linkedmdb.org/resource/film/40214>","Drop Dead Gorgeous","Michael Patrick Jann (Director)"
"<http://data.linkedmdb.org/resource/film/25031>","The Incredible World of James Bond","Jack Haley, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/40343>","Gods and Generals","Ronald F. Maxwell (Director)"
"<http://data.linkedmdb.org/resource/film/11467>","Gods and Generals","Ronald F. Maxwell (Director)"
"<http://data.linkedmdb.org/resource/film/56098>","The West Point Story","Roy Del Ruth (Director)"
"<http://data.linkedmdb.org/resource/film/91422>","Harry Brown","Daniel Barber (Director)"
"<http://data.linkedmdb.org/resource/film/5933>","Into the Arms of Strangers: Stories of the Kindertransport","Mark Jonathan Harris (Director)"
"<http://data.linkedmdb.org/resource/film/2588>","The High and the Mighty","William A. Wellman (Director)"
"<http://data.linkedmdb.org/resource/film/71642>","The Frog Prince","Brian Gilbert (Director)"
"<http://data.linkedmdb.org/resource/film/15477>","Winners of the West","Ford Beebe (Director)"
"<http://data.linkedmdb.org/resource/film/20658>","When the Ham Turned","Frank Griffin (Director)"
"<http://data.linkedmdb.org/resource/film/18472>","The Anonymous Venetian","Enrico Maria Salerno (Director)"
"<http://data.linkedmdb.org/resource/film/8340>","Police Academy","Hugh Wilson (Director)"
"<http://data.linkedmdb.org/resource/film/1075>","Police Academy","Jerry Paris (Director)"
"<http://data.linkedmdb.org/resource/film/75341>","Mayflower: The Pilgrims' Adventure","George Schaefer (Director)"
"<http://data.linkedmdb.org/resource/film/93463>","Ride the Wild Surf","Don Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/47417>","Brown of Harvard","Colin Campbell (Director)"
"<http://data.linkedmdb.org/resource/film/52297>","The Mystery of the Double Cross","Louis J. Gasnier (Director)"
"<http://data.linkedmdb.org/resource/film/4282>","Over the Hedge","Karey Kirkpatrick (Director)"
"<http://data.linkedmdb.org/resource/film/17193>","Bratz Kidz: Sleep-Over Adventure","Sean McNamara (Director)"
"<http://data.linkedmdb.org/resource/film/12353>","Mee-Shee: The Water Giant","John Henderson (Director)"
"<http://data.linkedmdb.org/resource/film/5485>","A Room with a View","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/15067>","Battling with Buffalo Bill","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/42830>","Ernest Goes to Jail","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/49811>","Ernest Goes to Africa","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/44201>","Ernest Goes to Camp","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/65523>","The Yacht Isabel Arrived This Afternoon","Carlos Hugo Christensen (Director)"
"<http://data.linkedmdb.org/resource/film/45146>","Rachel and the Stranger","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/16304>","The Man Who Changed His Mind","Robert Stevenson (Director)"
"<http://data.linkedmdb.org/resource/film/48625>","The Show of Shows","John G. Adolfi (Director)"
"<http://data.linkedmdb.org/resource/film/24147>","The White Sister","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/43120>","Coyote Ugly","David McNally (Director)"
"<http://data.linkedmdb.org/resource/film/65818>","Journey into Fear","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/60337>","The House Where Evil Dwells","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/60001>","Under the Domim Tree","Eli Cohen (Director)"
"<http://data.linkedmdb.org/resource/film/52258>","The Return of the Riddle Rider","Robert F. Hill (Director)"
"<http://data.linkedmdb.org/resource/film/9455>","Crash 'n' Burn","Ross McLaren (Director)"
"<http://data.linkedmdb.org/resource/film/68364>","Don't Lie","Edward Cahn (Director)"
"<http://data.linkedmdb.org/resource/film/2453>","Floris","Jean van de Velde (Director)"
"<http://data.linkedmdb.org/resource/film/3070>","Dead Reckoning","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/54455>","Crude Oil","Wang Bing (Director)"
"<http://data.linkedmdb.org/resource/film/44020>","The Legend of the Roller Blade Seven","Donald G. Jackson (Director)"
"<http://data.linkedmdb.org/resource/film/65369>","From Beyond the Grave","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/510>","The Battle of the River Plate","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/52625>","The Strange Case of Mary Page","J. Charles Haydon (Director)"
"<http://data.linkedmdb.org/resource/film/1216>","Carmen: A Hip Hopera","Robert Townsend (Director)"
"<http://data.linkedmdb.org/resource/film/41429>","Ali Baba Goes to Town","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/98421>","The Man from Bitter Ridge","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/45268>","Aaron Loves Angela","Gordon Parks, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/10631>","A New Day in Old Sana'a","Bader Ben Hirsi (Director)"
"<http://data.linkedmdb.org/resource/film/24860>","Love on the Dole","John Baxter (Director)"
"<http://data.linkedmdb.org/resource/film/1682>","Event Horizon","Paul W. S. Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/43249>","One Fine Day","Michael Hoffman (Director)"
"<http://data.linkedmdb.org/resource/film/50148>","The Higher Law","George Nichols (Director)"
"<http://data.linkedmdb.org/resource/film/25174>","The Rats of Tobruk","Charles Chauvel (Director)"
"<http://data.linkedmdb.org/resource/film/13310>","The Rats of Tobruk","Charles Chauvel (Director)"
"<http://data.linkedmdb.org/resource/film/3462>","GoBots: Battle of the Rock Lords","Ray Patterson (Director)"
"<http://data.linkedmdb.org/resource/film/1247>","Love Me Tender","Stanley Hough (Director)"
"<http://data.linkedmdb.org/resource/film/12584>","Batman and Robin","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/885>","Immortal Beloved","Bernard Rose (Director)"
"<http://data.linkedmdb.org/resource/film/8127>","Johnny Tremain","Robert Stevenson (Director)"
"<http://data.linkedmdb.org/resource/film/40611>","Another 48 Hrs.","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/221>","Snow White and the Seven Dwarfs","William Cottrell (Director)"
"<http://data.linkedmdb.org/resource/film/66966>","De besejrede Pebersvende","Lau Lauritzen Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/6581>","3 Ninjas: High Noon at Mega Mountain","Sean McNamara (Director)"
"<http://data.linkedmdb.org/resource/film/2718>","What a Way to Go!","J. Lee Thompson (Director)"
"<http://data.linkedmdb.org/resource/film/10336>","Operation Crossbow","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/12062>","The Sorrows of Satan","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/98578>","Girls in the Night","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/83975>","Romance with a Double Bass","Robert Young (Director)"
"<http://data.linkedmdb.org/resource/film/2076>","That's Dancing!","Jack Haley, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/3784>","It Couldn't Happen Here","Jack Bond (Director)"
"<http://data.linkedmdb.org/resource/film/331>","Howards End","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/39977>","Battle for the Planet of the Apes","J. Lee Thompson (Director)"
"<http://data.linkedmdb.org/resource/film/13207>","I Thank a Fool","Robert Stevens (Director)"
"<http://data.linkedmdb.org/resource/film/6443>","Police Academy 4: Citizens on Patrol","Jim Drake (Director)"
"<http://data.linkedmdb.org/resource/film/13668>","N!ai, the Story of a !Kung Woman","John Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/1>","Buffy the Vampire Slayer","Fran Rubel Kuzui (Director)"
"<http://data.linkedmdb.org/resource/film/439>","The Dam Busters","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/56468>","The Stuff Heroes Are Made Of","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/75210>","The Lady Takes a Flyer","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/78395>","The Last Days of Pompeii","Merian C. Cooper (Director)"
"<http://data.linkedmdb.org/resource/film/66621>","Feed 'em and Weep","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/9952>","Even Cowgirls Get the Blues","Gus Van Sant (Director)"
"<http://data.linkedmdb.org/resource/film/86993>","A Town Like Alice","Jack Lee (Director)"
"<http://data.linkedmdb.org/resource/film/55358>","Tarzan and the Huntress","Kurt Neumann (Director)"
"<http://data.linkedmdb.org/resource/film/55369>","Tarzan and the Amazons","Kurt Neumann (Director)"
"<http://data.linkedmdb.org/resource/film/51831>","Tarzan and the She-Devil","Kurt Neumann (Director)"
"<http://data.linkedmdb.org/resource/film/15226>","The Bride of the Regiment","John Francis Dillon (Director)"
"<http://data.linkedmdb.org/resource/film/7838>","The Magic Sword","Bert I. Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/56442>","Escape to Witch Mountain","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/72866>","The Adventures of Antar and Abla","Salah Abu Seif (Director)"
"<http://data.linkedmdb.org/resource/film/11960>","Stamp Day for Superman","Thomas Carr (Director)"
"<http://data.linkedmdb.org/resource/film/11167>","The Lone Ranger","Stuart Heisler (Director)"
"<http://data.linkedmdb.org/resource/film/41815>","Eat the Rich","Peter Richardson (Director)"
"<http://data.linkedmdb.org/resource/film/51204>","Stone of Destiny","Charles Martin Smith (Director)"
"<http://data.linkedmdb.org/resource/film/50677>","Letters from a Killer","David Carson (Director)"
"<http://data.linkedmdb.org/resource/film/24140>","Lillian Gish in a Liberty Loan Appeal","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/97663>","The Daughter of Rosie O'Grady","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/45562>","He Ran All the Way","John Berry (Director)"
"<http://data.linkedmdb.org/resource/film/52276>","The Perils of Pauline","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/1787>","Resident Evil","Paul W. S. Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/1332>","Young Adam","David Mackenzie (Director)"
"<http://data.linkedmdb.org/resource/film/86711>","Le jour S...","Jean Pierre Lefebvre (Director)"
"<http://data.linkedmdb.org/resource/film/44400>","One-Trick Pony","Robert M. Young (Director)"
"<http://data.linkedmdb.org/resource/film/77939>","Voyage to the Beginning of the World","Manoel de Oliveira (Director)"
"<http://data.linkedmdb.org/resource/film/55667>","A Study in Scarlet","George Pearson (Director)"
"<http://data.linkedmdb.org/resource/film/73276>","Tess of the Storm Country","Edwin S. Porter (Director)"
"<http://data.linkedmdb.org/resource/film/3773>","The Plague Dogs","Martin Rosen (Director)"
"<http://data.linkedmdb.org/resource/film/41974>","Not Without My Daughter","Brian Gilbert (Director)"
"<http://data.linkedmdb.org/resource/film/38859>","The Final Countdown","Don Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/24659>","Step on It!","Jack Conway (Director)"
"<http://data.linkedmdb.org/resource/film/56105>","The Oyster Dredger","Lon Chaney, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/22225>","He Would a Hunting Go","George Nichols (Director)"
"<http://data.linkedmdb.org/resource/film/98569>","Something to Believe In","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/17063>","Prince of Foxes","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/44668>","Prince of Foxes","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/80883>","Het is een schone dag geweest","Jos de Putter (Director)"
"<http://data.linkedmdb.org/resource/film/45299>","Fantastic Four: Rise of the Silver Surfer","Tim Story (Director)"
"<http://data.linkedmdb.org/resource/film/5931>","Cane Toads: An Unnatural History","Mark Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/3333>","Rock Around the Clock","Fred F. Sears (Director)"
"<http://data.linkedmdb.org/resource/film/72147>","The Interns","David Swift (Director)"
"<http://data.linkedmdb.org/resource/film/58882>","The Interns","David Swift (Director)"
"<http://data.linkedmdb.org/resource/film/1109>","Alien Nation","Graham Baker (Director)"
"<http://data.linkedmdb.org/resource/film/7175>","The Young Ones","Sidney J. Furie (Director)"
"<http://data.linkedmdb.org/resource/film/22694>","The Adventures of Greyfriars Bobby","John Henderson (Director)"
"<http://data.linkedmdb.org/resource/film/85788>","Our Very Own","David Miller (Director)"
"<http://data.linkedmdb.org/resource/film/2915>","Rookie of the Year","Daniel Stern (Director)"
"<http://data.linkedmdb.org/resource/film/53272>","Quiet City","Aaron Katz (Director)"
"<http://data.linkedmdb.org/resource/film/9269>","Battlefield Earth","Roger Christian (Director)"
"<http://data.linkedmdb.org/resource/film/11161>","King of the Royal Mounted","William Witney (Director)"
"<http://data.linkedmdb.org/resource/film/13204>","A History of the Blue Movie","Alex de Renzy (Director)"
"<http://data.linkedmdb.org/resource/film/6361>","The Nanny Diaries","Shari Springer Berman (Director)"
"<http://data.linkedmdb.org/resource/film/6618>","The Sum of All Fears","Phil Alden Robinson (Director)"
"<http://data.linkedmdb.org/resource/film/86914>","The Case of the Stuttering Bishop","William Clemens (Director)"
"<http://data.linkedmdb.org/resource/film/24427>","The Last of the Mohicans","George B. Seitz (Director)"
"<http://data.linkedmdb.org/resource/film/6014>","You Can't Cheat an Honest Man","Edward F. Cline (Director)"
"<http://data.linkedmdb.org/resource/film/56988>","In a Year of 13 Moons","Rainer Werner Fassbinder (Director)"
"<http://data.linkedmdb.org/resource/film/21591>","What Shall We Do with Our Old?","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/6455>","Sinbad the Sailor","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/55898>","The Stool Pigeon","Lon Chaney, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/55244>","The Last Confession of Alexander Pearce","Michael James Rowland (Director)"
"<http://data.linkedmdb.org/resource/film/1704>","Mortal Kombat","Paul W. S. Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/40179>","Tarzan and the Leopard Woman","Kurt Neumann (Director)"
"<http://data.linkedmdb.org/resource/film/21823>","Judge Not; or The Woman of Mona Diggings","Robert Z. Leonard (Director)"
"<http://data.linkedmdb.org/resource/film/2227>","Sin City","Frank Miller (Director)"
"<http://data.linkedmdb.org/resource/film/7519>","Blue Collar Comedy Tour: The Movie","C. B. Harding (Director)"
"<http://data.linkedmdb.org/resource/film/654>","Robin Hood: Prince of Thieves","Kevin Reynolds (Director)"
"<http://data.linkedmdb.org/resource/film/13272>","Pigskin Parade","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/3719>","Jesse James","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/5775>","All the President's Men","Alan J. Pakula (Director)"
"<http://data.linkedmdb.org/resource/film/7250>","Aces: Iron Eagle III","John Glen (Director)"
"<http://data.linkedmdb.org/resource/film/41793>","Men of Honor","George Tillman, Jr. (Director)"
"<http://data.linkedmdb.org/resource/film/359>","Abe Lincoln in Illinois","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/48301>","Slaves of New York","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/6533>","Paid in Full","Charles Stone III (Director)"
"<http://data.linkedmdb.org/resource/film/22908>","The Winning of Barbara Worth","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/15072>","Heroes of the West","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/6627>","Sgt. Kabukiman N.Y.P.D.","Lloyd Kaufman (Director)"
"<http://data.linkedmdb.org/resource/film/8320>","The Spirit","Frank Miller (Director)"
"<http://data.linkedmdb.org/resource/film/91298>","Black Death","Christopher Smith (Director)"
"<http://data.linkedmdb.org/resource/film/62639>","When the Daltons Rode","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/6833>","Dudley Do-Right","Hugh Wilson (Director)"
"<http://data.linkedmdb.org/resource/film/39226>","The Pope Must Die","Peter Richardson (Director)"
"<http://data.linkedmdb.org/resource/film/17753>","The Snows of Kilimanjaro","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/43918>","Woman on the Run","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/6540>","The Count of Monte Cristo","Rowland V. Lee (Director)"
"<http://data.linkedmdb.org/resource/film/4295>","Young at Heart","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/42539>","Psycho II","Richard Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/57338>","The Halliday Brand","Joseph H. Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/12757>","Sunset Grill","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/59548>","Fortunes of Captain Blood","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/80237>","Fortunes of Captain Blood","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/22243>","The Alarm","Roscoe Arbuckle (Director)"
"<http://data.linkedmdb.org/resource/film/61080>","Falling Angels","Scott Smith (Director)"
"<http://data.linkedmdb.org/resource/film/209>","Safety Last!","Samuel Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/77177>","The Temp","Tom Holland (Director)"
"<http://data.linkedmdb.org/resource/film/4229>","A Tale of Two Cities","William J. Humphrey (Director)"
"<http://data.linkedmdb.org/resource/film/68557>","The Curse of the Hidden Vault","Franz Josef Gottlieb (Director)"
"<http://data.linkedmdb.org/resource/film/50669>","First Man into Space","Robert Day (Director)"
"<http://data.linkedmdb.org/resource/film/15480>","The Green Hornet Strikes Again","John Aaron Rawlins (Director)"
"<http://data.linkedmdb.org/resource/film/44019>","Return of the Roller Blade Seven","Donald G. Jackson (Director)"
"<http://data.linkedmdb.org/resource/film/73855>","The Romance of Transportation in Canada","Colin Low (Director)"
"<http://data.linkedmdb.org/resource/film/52882>","The Ant Bully","John A. Davis (Director)"
"<http://data.linkedmdb.org/resource/film/44738>","The Ant Bully","John A. Davis (Director)"
"<http://data.linkedmdb.org/resource/film/2673>","Mare Nostrum","Rex Ingram (Director)"
"<http://data.linkedmdb.org/resource/film/23258>","Bride and Gloom","Alfred J. Goulding (Director)"
"<http://data.linkedmdb.org/resource/film/4586>","The NeverEnding Story II: The Next Chapter","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/16448>","You Know My Name","John Kent Harrison (Director)"
"<http://data.linkedmdb.org/resource/film/51456>","The Secret of My Success","Andrew L. Stone (Director)"
"<http://data.linkedmdb.org/resource/film/4694>","The Night the Lights Went Out in Georgia","Ronald F. Maxwell (Director)"
"<http://data.linkedmdb.org/resource/film/11215>","Adventures of Frank and Jesse James","Yakima Canutt (Director)"
"<http://data.linkedmdb.org/resource/film/2708>","The Phantom of the Opera","Dwight H. Little (Director)"
"<http://data.linkedmdb.org/resource/film/22825>","A Little Hero","George Nichols (Director)"
"<http://data.linkedmdb.org/resource/film/2980>","They Saved Hitler's Brain","David Bradley (Director)"
"<http://data.linkedmdb.org/resource/film/52785>","The Story of Temple Drake","Stephen Roberts (Director)"
"<http://data.linkedmdb.org/resource/film/7651>","Somebody Help Me","Chris Stokes (Director)"
"<http://data.linkedmdb.org/resource/film/7782>","Kill the Poor","Alan Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/9566>","The Patchwork Girl of Oz","J. Farrell MacDonald (Director)"
"<http://data.linkedmdb.org/resource/film/3936>","Hum Saath-Saath Hain: We Stand United","Sooraj R. Barjatya (Director)"
"<http://data.linkedmdb.org/resource/film/54494>","An Awfully Big Adventure","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/9992>","An Awfully Big Adventure","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/65796>","Mr. Moto's Last Warning","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/4725>","Howling IV: The Original Nightmare","John Hough (Director)"
"<http://data.linkedmdb.org/resource/film/23514>","The Big Shakedown","John Francis Dillon (Director)"
