id,title,director
"<http://dbpedia.org/resource/Stomp%21_Shout%21_Scream%21>","Stomp! Shout! Scream!","Jay Wade Edwards"
"<http://dbpedia.org/resource/We%27ve_Never_Been_Licked>","We've Never Been Licked","John Rawlins (director)"
"<http://dbpedia.org/resource/Dirty_Gertie_from_Harlem_U.S.A.>","Dirty Gertie from Harlem U.S.A.","Spencer Williams (actor)"
"<http://dbpedia.org/resource/En_slem_Dreng>","En slem Dreng","Lau Lauritzen Sr."
"<http://dbpedia.org/resource/The_Committee_on_Credentials>","The Committee on Credentials","George Marshall (director)"
"<http://dbpedia.org/resource/The_%22Weird_Al%22_Yankovic_Video_Library>","The ""Weird Al"" Yankovic Video Library","Weird Al Yankovic"
"<http://dbpedia.org/resource/The_Love_Machine_%28film%29>","The Love Machine (film)","Jack Haley, Jr."
"<http://dbpedia.org/resource/Youth_Without_Youth_%28film%29>","Youth Without Youth (film)","Francis Ford Coppola"
"<http://dbpedia.org/resource/Somewhere_in_the_Night_%28film%29>","Somewhere in the Night (film)","Joseph L. Mankiewicz"
"<http://dbpedia.org/resource/Danger_Island_%28serial%29>","Danger Island (serial)","Ray Taylor (director)"
"<http://dbpedia.org/resource/How_the_West_Was_Won_%28film%29>","How the West Was Won (film)","George Marshall (director)"
"<http://dbpedia.org/resource/Mad_Max_Beyond_Thunderdome>","Mad Max Beyond Thunderdome","George Ogilvie"
"<http://dbpedia.org/resource/Hum_Aapke_Hain_Kaun...%21>","Hum Aapke Hain Kaun...!","Sooraj R. Barjatya"
"<http://dbpedia.org/resource/Battlestar_Galactica:_The_Second_Coming>","Battlestar Galactica: The Second Coming","Jay Woelfel"
"<http://dbpedia.org/resource/The_George_Raft_Story_%28film%29>","The George Raft Story (film)","Joseph M. Newman"
"<http://dbpedia.org/resource/Bratz:_Starrin_&_Stylin%27>","Bratz: Starrin & Stylin'","Sean McNamara (director)"
"<http://dbpedia.org/resource/Augustin,_King_of_Kung-Fu>","Augustin, King of Kung-Fu","Anne Fontaine (filmmaker)"
"<http://dbpedia.org/resource/Ring_of_Fear_%28film%29>","Ring of Fear (film)","William A. Wellman"
"<http://dbpedia.org/resource/Me_and_My_Kid_Brother_and_Doggie>","Me and My Kid Brother and Doggie","Lisbeth Movin"
"<http://dbpedia.org/resource/Me_and_My_Kid_Brother_and_Doggie>","Me and My Kid Brother and Doggie","Lisbeth Movin"
"<http://dbpedia.org/resource/A_Problem_with_Fear>","A Problem with Fear","Gary Burns (director)"
"<http://dbpedia.org/resource/The_Perils_of_Pauline_%281947_film%29>","The Perils of Pauline (1947 film)","George Marshall (director)"
"<http://dbpedia.org/resource/Ode_to_Billy_Joe_%28film%29>","Ode to Billy Joe (film)","Max Baer, Jr."
"<http://dbpedia.org/resource/Down_to_Earth_%282001_film%29>","Down to Earth (2001 film)","Paul Weitz (filmmaker)"
"<http://dbpedia.org/resource/Barque_sortant_du_port>","Barque sortant du port","Auguste and Louis Lumi?re"
"<http://dbpedia.org/resource/The_Diary_of_Ellen_Rimbauer_%28TV_film%29>","The Diary of Ellen Rimbauer (TV film)","Craig R. Baxley"
"<http://dbpedia.org/resource/Mother_Teresa:_In_the_Name_of_God%27s_Poor>","Mother Teresa: In the Name of God's Poor","Kevin Connor (director)"
"<http://dbpedia.org/resource/Agent_Cody_Banks_2:_Destination_London>","Agent Cody Banks 2: Destination London","Kevin Allen (actor)"
"<http://dbpedia.org/resource/The_Boys_from_Syracuse_%28film%29>","The Boys from Syracuse (film)","A. Edward Sutherland"
"<http://dbpedia.org/resource/How_to_Lose_Friends_&_Alienate_People_%28film%29>","How to Lose Friends & Alienate People (film)","Robert B. Weide"
"<http://dbpedia.org/resource/The_Fourth_Protocol_%28film%29>","The Fourth Protocol (film)","John Mackenzie (director)"
"<http://dbpedia.org/resource/The_Ace_of_Scotland_Yard>","The Ace of Scotland Yard","Ray Taylor (director)"
"<http://dbpedia.org/resource/The_Song_of_the_Sea_Shell>","The Song of the Sea Shell","William Desmond Taylor"
"<http://dbpedia.org/resource/The_Time_of_Your_Life_%28film%29>","The Time of Your Life (film)","H. C. Potter"
"<http://dbpedia.org/resource/The_World_According_to_Garp_%28film%29>","The World According to Garp (film)","George Roy Hill"
"<http://dbpedia.org/resource/Man_of_the_World_%28film%29>","Man of the World (film)","Richard Wallace (director)"
"<http://dbpedia.org/resource/The_Big_Combo>","The Big Combo","Joseph H. Lewis (director)"
"<http://dbpedia.org/resource/In_the_Army_Now_%28film%29>","In the Army Now (film)","Daniel Petrie, Jr."
"<http://dbpedia.org/resource/Churchill:_The_Hollywood_Years>","Churchill: The Hollywood Years","Peter Richardson (actor)"
"<http://dbpedia.org/resource/Night_of_the_Living_Dead_%28film_series%29>","Night of the Living Dead (film series)","George A. Romero"
"<http://dbpedia.org/resource/The_Country_Doctor_%28film%29>","The Country Doctor (film)","D. W. Griffith"
"<http://dbpedia.org/resource/Logan%27s_Run_%28film%29>","Logan's Run (film)","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Meteor_Man_%28film%29>","The Meteor Man (film)","Robert Townsend (actor)"
"<http://dbpedia.org/resource/To_Be_or_Not_to_Be_%281983_film%29>","To Be or Not to Be (1983 film)","Alan Johnson (choreographer)"
"<http://dbpedia.org/resource/Scanners_III:_The_Takeover>","Scanners III: The Takeover","Christian Duguay (director)"
"<http://dbpedia.org/resource/The_Parent_Trap_%281961_film%29>","The Parent Trap (1961 film)","David Swift (director)"
"<http://dbpedia.org/resource/In_the_Mood_%28film%29>","In the Mood (film)","Phil Alden Robinson"
"<http://dbpedia.org/resource/The_Young_in_Heart>","The Young in Heart","Richard Wallace (director)"
"<http://dbpedia.org/resource/Heartbreak_Hotel_%28film%29>","Heartbreak Hotel (film)","Chris Columbus (filmmaker)"
"<http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_5:_The_Dream_Child>","A Nightmare on Elm Street 5: The Dream Child","Stephen Hopkins (director)"
"<http://dbpedia.org/resource/Babe:_Pig_in_the_City>","Babe: Pig in the City","George Miller (producer)"
"<http://dbpedia.org/resource/The_Dark_Half_%28film%29>","The Dark Half (film)","George A. Romero"
"<http://dbpedia.org/resource/Father_Is_a_Bachelor>","Father Is a Bachelor","Norman Foster (director)"
"<http://dbpedia.org/resource/The_Toxic_Avenger_Part_III:_The_Last_Temptation_of_Toxie>","The Toxic Avenger Part III: The Last Temptation of Toxie","Michael Herz (producer)"
"<http://dbpedia.org/resource/Life_Begins_at_Forty_%281935_film%29>","Life Begins at Forty (1935 film)","George Marshall (director)"
"<http://dbpedia.org/resource/The_Blind_Side_%28film%29>","The Blind Side (film)","John Lee Hancock"
"<http://dbpedia.org/resource/Dick_Tracy_vs._Cueball>","Dick Tracy vs. Cueball","Gordon Douglas (director)"
"<http://dbpedia.org/resource/The_Motel_%28film%29>","The Motel (film)","Michael Kang (director)"
"<http://dbpedia.org/resource/They_Were_Not_Divided>","They Were Not Divided","Terence Young (director)"
"<http://dbpedia.org/resource/That_Championship_Season_%281982_film%29>","That Championship Season (1982 film)","Jason Miller (playwright)"
"<http://dbpedia.org/resource/A_Millionaire_for_Christy>","A Millionaire for Christy","George Marshall (director)"
"<http://dbpedia.org/resource/%22Weird_Al%22_Yankovic:_The_Ultimate_Collection>","Weird Al Yankovic: The Ultimate Collection","Weird Al Yankovic"
"<http://dbpedia.org/resource/Adventure_in_Baltimore_%281949_film%29>","Adventure in Baltimore (1949 film)","Richard Wallace (director)"
"<http://dbpedia.org/resource/The_Red_Shoes_%281948_film%29>","The Red Shoes (1948 film)","Michael Powell (director)"
"<http://dbpedia.org/resource/Donnie_Brasco_%28film%29>","Donnie Brasco (film)","Mike Newell (director)"
"<http://dbpedia.org/resource/The_Great_Adventures_of_Wild_Bill_Hickok>","The Great Adventures of Wild Bill Hickok","Mack V. Wright"
"<http://dbpedia.org/resource/Year_of_the_Fish>","Year of the Fish","David Kaplan (filmmaker)"
"<http://dbpedia.org/resource/Ernest_in_the_Army>","Ernest in the Army","John R. Cherry III"
"<http://dbpedia.org/resource/It%27s_a_Great_Feeling>","It's a Great Feeling","David Butler (director)"
"<http://dbpedia.org/resource/The_Monster_X_Strikes_Back/Attack_the_G8_Summit>","The Monster X Strikes Back/Attack the G8 Summit","Minoru Kawasaki (film director)"
"<http://dbpedia.org/resource/Baby:_Secret_of_the_Lost_Legend>","Baby: Secret of the Lost Legend","Bill L. Norton"
"<http://dbpedia.org/resource/Melodies_Old_and_New>","Melodies Old and New","Edward Cahn (director)"
"<http://dbpedia.org/resource/The_Incredible_Shrinking_Man>","The Incredible Shrinking Man","Jack Arnold (director)"
"<http://dbpedia.org/resource/Two_for_the_Money_%28film%29>","Two for the Money (film)","D. J. Caruso"
"<http://dbpedia.org/resource/The_Flame_Trees_of_Thika_%28TV_series%29>","The Flame Trees of Thika (TV series)","Roy Ward Baker"
"<http://dbpedia.org/resource/The_Flame_Trees_of_Thika_%28TV_series%29>","The Flame Trees of Thika (TV series)","Roy Ward Baker"
"<http://dbpedia.org/resource/Sea_of_Sand_%28film%29>","Sea of Sand (film)","Guy Green (filmmaker)"
"<http://dbpedia.org/resource/Muhammad:_The_Last_Prophet>","Muhammad: The Last Prophet","Richard Rich (director)"
"<http://dbpedia.org/resource/Love_Is_a_Many-Splendored_Thing_%28film%29>","Love Is a Many-Splendored Thing (film)","Henry King (director)"
"<http://dbpedia.org/resource/Mohan_Joshi_Hazir_Ho%21>","Mohan Joshi Hazir Ho!","Saeed Akhtar Mirza"
"<http://dbpedia.org/resource/Happy_Feet_Two>","Happy Feet Two","George Miller (filmmaker)"
"<http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier>","Davy Crockett, King of the Wild Frontier","Norman Foster (director)"
"<http://dbpedia.org/resource/The_House_Without_a_Key_%28serial%29>","The House Without a Key (serial)","Spencer Gordon Bennet"
"<http://dbpedia.org/resource/Little_Old_New_York>","Little Old New York","Henry King (director)"
"<http://dbpedia.org/resource/A_Stranger_Is_Watching_%28film%29>","A Stranger Is Watching (film)","Sean S. Cunningham"
"<http://dbpedia.org/resource/Dick_Tracy_vs._Crime,_Inc.>","Dick Tracy vs. Crime, Inc.","William Witney"
"<http://dbpedia.org/resource/The_Floor_Above>","The Floor Above","James Kirkwood, Sr."
"<http://dbpedia.org/resource/Who_Framed_Roger_Rabbit>","Who Framed Roger Rabbit","Robert Zemeckis"
"<http://dbpedia.org/resource/Charlie_Chan_in_Reno>","Charlie Chan in Reno","Norman Foster (director)"
"<http://dbpedia.org/resource/Charlie_Chan_in_Reno>","Charlie Chan in Reno","Norman Foster (director)"
"<http://dbpedia.org/resource/The_Swan_Princess_II:_Escape_from_Castle_Mountain>","The Swan Princess II: Escape from Castle Mountain","Richard Rich (director)"
"<http://dbpedia.org/resource/The_City_of_Your_Final_Destination>","The City of Your Final Destination","James Ivory (director)"
"<http://dbpedia.org/resource/In_the_Year_of_the_Pig>","In the Year of the Pig","Emile de Antonio"
"<http://dbpedia.org/resource/The_Thief_of_Bagdad_%281940_film%29>","The Thief of Bagdad (1940 film)","Michael Powell (director)"
"<http://dbpedia.org/resource/New_York_%28film%29>","New York (film)","Kabir Khan (director)"
"<http://dbpedia.org/resource/A_Tale_of_Two_Cities_%281935_film%29>","A Tale of Two Cities (1935 film)","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/Behind_the_Mask_%281932_film%29>","Behind the Mask (1932 film)","John Francis Dillon (director)"
"<http://dbpedia.org/resource/Final_Destination_3>","Final Destination 3","James Wong (producer)"
"<http://dbpedia.org/resource/A_Feud_in_the_Kentucky_Hills>","A Feud in the Kentucky Hills","D. W. Griffith"
"<http://dbpedia.org/resource/Tarzan_and_the_Valley_of_Gold>","Tarzan and the Valley of Gold","Robert Day (film director)"
"<http://dbpedia.org/resource/Son_of_Fury:_The_Story_of_Benjamin_Blake>","Son of Fury: The Story of Benjamin Blake","John Cromwell (director)"
"<http://dbpedia.org/resource/Anacondas:_The_Hunt_for_the_Blood_Orchid>","Anacondas: The Hunt for the Blood Orchid","Dwight H. Little"
"<http://dbpedia.org/resource/Arms_and_the_Man_%28film%29>","Arms and the Man (film)","Franz Peter Wirth"
"<http://dbpedia.org/resource/Brothers_in_Law_%28film%29>","Brothers in Law (film)","John and Roy Boulting"
"<http://dbpedia.org/resource/In_His_Life:_The_John_Lennon_Story>","In His Life: The John Lennon Story","David Carson (director)"
"<http://dbpedia.org/resource/The_5,000_Fingers_of_Dr._T>","The 5,000 Fingers of Dr. T","Roy Rowland (film director)"
"<http://dbpedia.org/resource/Running_with_Scissors_%28film%29>","Running with Scissors (film)","Ryan Murphy (writer)"
"<http://dbpedia.org/resource/The_Uncertainty_Principle_%28film%29>","The Uncertainty Principle (film)","Manoel de Oliveira"
"<http://dbpedia.org/resource/Herberg_for_Hjeml%C3%B8se>","Herberg for Hjeml?se","Lau Lauritzen Sr."
"<http://dbpedia.org/resource/Dance_of_Death_%28film%29>","Dance of Death (film)","David Giles (director)"
"<http://dbpedia.org/resource/Abduction:_The_Megumi_Yokota_Story>","Abduction: The Megumi Yokota Story","Chris Sheridan (director)"
"<http://dbpedia.org/resource/Tucker:_The_Man_and_His_Dream>","Tucker: The Man and His Dream","Francis Ford Coppola"
"<http://dbpedia.org/resource/Bendu_Apparao_R.M.P>","Bendu Apparao R.M.P","E V V Satyanarayana"
"<http://dbpedia.org/resource/A_Boyfriend_for_Christmas>","A Boyfriend for Christmas","Kevin Connor (director)"
"<http://dbpedia.org/resource/Scum_of_the_Earth%21>","Scum of the Earth!","Herschell Gordon Lewis"
"<http://dbpedia.org/resource/Poltergeist_II:_The_Other_Side>","Poltergeist II: The Other Side","Brian Gibson (director)"
"<http://dbpedia.org/resource/I%27d_Climb_the_Highest_Mountain>","I'd Climb the Highest Mountain","Henry King (director)"
"<http://dbpedia.org/resource/Duel_in_the_Sun_%28film%29>","Duel in the Sun (film)","Sidney Franklin (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer_%281938_film%29>","The Adventures of Tom Sawyer (1938 film)","George Cukor"
"<http://dbpedia.org/resource/Sweet_Kitty_Bellairs_%281916_film%29>","Sweet Kitty Bellairs (1916 film)","James Young (director)"
"<http://dbpedia.org/resource/Retreat,_Hell%21>","Retreat, Hell!","Joseph H. Lewis (director)"
"<http://dbpedia.org/resource/Echoes_of_a_Summer>","Echoes of a Summer","Don Taylor (actor)"
"<http://dbpedia.org/resource/Another_Part_of_the_Forest_%28film%29>","Another Part of the Forest (film)","Michael Gordon (film director)"
"<http://dbpedia.org/resource/Sinbad:_Legend_of_the_Seven_Seas>","Sinbad: Legend of the Seven Seas","Tim Johnson (film director)"
"<http://dbpedia.org/resource/The_Guns_of_Navarone_%28film%29>","The Guns of Navarone (film)","J. Lee Thompson"
"<http://dbpedia.org/resource/The_Trail_of_the_Lonesome_Pine_%281916_film%29>","The Trail of the Lonesome Pine (1916 film)","Cecil B. DeMille"
"<http://dbpedia.org/resource/At_the_Earth%27s_Core_%28film%29>","At the Earth's Core (film)","Kevin Connor (director)"
"<http://dbpedia.org/resource/Isn%27t_It_Romantic%3F_%28film%29>","Isn't It Romantic? (film)","Norman Z. McLeod"
"<http://dbpedia.org/resource/Elton_John:_Me,_Myself_&_I>","Elton John: Me, Myself & I","James Strong (director)"
"<http://dbpedia.org/resource/Too_Colourful_for_the_League>","Too Colourful for the League","Mila Aung-Thwin"
"<http://dbpedia.org/resource/Where_Angels_Go,_Trouble_Follows>","Where Angels Go, Trouble Follows","James Neilson (director)"
"<http://dbpedia.org/resource/Drop_Dead_Gorgeous_%28film%29>","Drop Dead Gorgeous (film)","Michael Patrick Jann"
"<http://dbpedia.org/resource/The_Incredible_World_of_James_Bond>","The Incredible World of James Bond","Jack Haley Jr."
"<http://dbpedia.org/resource/Gods_and_Generals_%28film%29>","Gods and Generals (film)","Ronald F. Maxwell"
"<http://dbpedia.org/resource/Gods_and_Generals_%28film%29>","Gods and Generals (film)","Ronald F. Maxwell"
"<http://dbpedia.org/resource/The_West_Point_Story_%28film%29>","The West Point Story (film)","Roy Del Ruth"
"<http://dbpedia.org/resource/Harry_Brown_%28film%29>","Harry Brown (film)","Daniel Barber (director)"
"<http://dbpedia.org/resource/Into_the_Arms_of_Strangers:_Stories_of_the_Kindertransport>","Into the Arms of Strangers: Stories of the Kindertransport","Mark Jonathan Harris"
"<http://dbpedia.org/resource/The_High_and_the_Mighty_%28film%29>","The High and the Mighty (film)","William A. Wellman"
"<http://dbpedia.org/resource/The_Frog_Prince_%281984_film%29>","The Frog Prince (1984 film)","Brian Gilbert (director)"
"<http://dbpedia.org/resource/Winners_of_the_West_%281940_serial%29>","Winners of the West (1940 serial)","Ford Beebe"
"<http://dbpedia.org/resource/When_the_Ham_Turned>","When the Ham Turned","Frank Griffin (director)"
"<http://dbpedia.org/resource/The_Anonymous_Venetian_%28film%29>","The Anonymous Venetian (film)","Enrico Maria Salerno"
"<http://dbpedia.org/resource/Police_Academy_%28franchise%29>","Police Academy (franchise)","Jerry Paris"
"<http://dbpedia.org/resource/Police_Academy_%28franchise%29>","Police Academy (franchise)","Jerry Paris"
"<http://dbpedia.org/resource/Mayflower:_The_Pilgrims%27_Adventure>","Mayflower: The Pilgrims' Adventure","George Schaefer (director)"
"<http://dbpedia.org/resource/Ride_the_Wild_Surf>","Ride the Wild Surf","Don Taylor (actor)"
"<http://dbpedia.org/resource/Brown_of_Harvard_%281911_film%29>","Brown of Harvard (1911 film)","Colin Campbell (director)"
"<http://dbpedia.org/resource/The_Mystery_of_the_Double_Cross>","The Mystery of the Double Cross","Louis J. Gasnier"
"<http://dbpedia.org/resource/Over_the_Hedge_%28film%29>","Over the Hedge (film)","Karey Kirkpatrick"
"<http://dbpedia.org/resource/Bratz_Kidz:_Sleep-Over_Adventure>","Bratz Kidz: Sleep-Over Adventure","Sean McNamara (director)"
"<http://dbpedia.org/resource/Mee-Shee:_The_Water_Giant>","Mee-Shee: The Water Giant","John Henderson (director)"
"<http://dbpedia.org/resource/A_Room_with_a_View_%28film%29>","A Room with a View (film)","James Ivory (director)"
"<http://dbpedia.org/resource/Battling_with_Buffalo_Bill>","Battling with Buffalo Bill","Ray Taylor (director)"
"<http://dbpedia.org/resource/Ernest_Goes_to_Africa>","Ernest Goes to Africa","John R. Cherry III"
"<http://dbpedia.org/resource/Ernest_Goes_to_Africa>","Ernest Goes to Africa","John R. Cherry III"
"<http://dbpedia.org/resource/Ernest_Goes_to_Africa>","Ernest Goes to Africa","John R. Cherry III"
"<http://dbpedia.org/resource/The_Yacht_Isabel_Arrived_This_Afternoon>","The Yacht Isabel Arrived This Afternoon","Carlos Hugo Christensen"
"<http://dbpedia.org/resource/Rachel_and_the_Stranger>","Rachel and the Stranger","Norman Foster (director)"
"<http://dbpedia.org/resource/The_Man_Who_Changed_His_Mind>","The Man Who Changed His Mind","Robert Stevenson (director)"
"<http://dbpedia.org/resource/The_Show_of_Shows_%28film%29>","The Show of Shows (film)","John G. Adolfi"
"<http://dbpedia.org/resource/The_White_Sister_%281923_film%29>","The White Sister (1923 film)","Henry King (director)"
"<http://dbpedia.org/resource/Coyote_Ugly_%28film%29>","Coyote Ugly (film)","David McNally (director)"
"<http://dbpedia.org/resource/Journey_into_Fear_%281943_film%29>","Journey into Fear (1943 film)","Norman Foster (director)"
"<http://dbpedia.org/resource/The_House_Where_Evil_Dwells>","The House Where Evil Dwells","Kevin Connor (director)"
"<http://dbpedia.org/resource/Under_the_Domim_Tree>","Under the Domim Tree","Eli Cohen (actor)"
"<http://dbpedia.org/resource/The_Return_of_the_Riddle_Rider>","The Return of the Riddle Rider","Robert F. Hill"
"<http://dbpedia.org/resource/Crash_%27n%27_Burn_%281977_film%29>","Crash 'n' Burn (1977 film)","Ross McLaren (filmmaker)"
"<http://dbpedia.org/resource/Don%27t_Lie_%28film%29>","Don't Lie (film)","Edward Cahn (director)"
"<http://dbpedia.org/resource/Floris_%28film%29>","Floris (film)","Jean van de Velde (director)"
"<http://dbpedia.org/resource/Dead_Reckoning_%28film%29>","Dead Reckoning (film)","John Cromwell (director)"
"<http://dbpedia.org/resource/Crude_Oil_%28film%29>","Crude Oil (film)","Wang Bing (director)"
"<http://dbpedia.org/resource/The_Legend_of_the_Roller_Blade_Seven>","The Legend of the Roller Blade Seven","Donald G. Jackson"
"<http://dbpedia.org/resource/From_Beyond_the_Grave>","From Beyond the Grave","Kevin Connor (director)"
"<http://dbpedia.org/resource/The_Battle_of_the_River_Plate_%28film%29>","The Battle of the River Plate (film)","Michael Powell (director)"
"<http://dbpedia.org/resource/The_Strange_Case_of_Mary_Page>","The Strange Case of Mary Page","J. Charles Haydon"
"<http://dbpedia.org/resource/Carmen:_A_Hip_Hopera>","Carmen: A Hip Hopera","Robert Townsend (actor)"
"<http://dbpedia.org/resource/Ali_Baba_Goes_to_Town>","Ali Baba Goes to Town","David Butler (director)"
"<http://dbpedia.org/resource/The_Man_from_Bitter_Ridge>","The Man from Bitter Ridge","Jack Arnold (director)"
"<http://dbpedia.org/resource/Aaron_Loves_Angela>","Aaron Loves Angela","Gordon Parks, Jr."
"<http://dbpedia.org/resource/A_New_Day_in_Old_Sana%27a>","A New Day in Old Sana'a","Bader Ben Hirsi"
"<http://dbpedia.org/resource/Love_on_the_Dole_%28film%29>","Love on the Dole (film)","John Baxter (director)"
"<http://dbpedia.org/resource/Event_Horizon_%28film%29>","Event Horizon (film)","Paul W. S. Anderson"
"<http://dbpedia.org/resource/One_Fine_Day_%28film%29>","One Fine Day (film)","Michael Hoffman (American director)"
"<http://dbpedia.org/resource/The_Higher_Law_%281911_film%29>","The Higher Law (1911 film)","George Nichols (actor)"
"<http://dbpedia.org/resource/The_Rats_of_Tobruk_%281944_film%29>","The Rats of Tobruk (1944 film)","Charles Chauvel (filmmaker)"
"<http://dbpedia.org/resource/The_Rats_of_Tobruk_%281944_film%29>","The Rats of Tobruk (1944 film)","Charles Chauvel (filmmaker)"
"<http://dbpedia.org/resource/GoBots:_Battle_of_the_Rock_Lords>","GoBots: Battle of the Rock Lords","Ray Patterson (animator)"
"<http://dbpedia.org/resource/Love_Me_Tender_%28film%29>","Love Me Tender (film)","Robert D. Webb"
"<http://dbpedia.org/resource/Batman_and_Robin_%28serial%29>","Batman and Robin (serial)","Spencer Gordon Bennet"
"<http://dbpedia.org/resource/Immortal_Beloved_%28film%29>","Immortal Beloved (film)","Bernard Rose (director)"
"<http://dbpedia.org/resource/Johnny_Tremain_%28film%29>","Johnny Tremain (film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Another_48_Hrs.>","Another 48 Hrs.","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_%281937_film%29>","Snow White and the Seven Dwarfs (1937 film)","Wilfred Jackson"
"<http://dbpedia.org/resource/De_besejrede_Pebersvende>","De besejrede Pebersvende","Lau Lauritzen Sr."
"<http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain>","3 Ninjas: High Noon at Mega Mountain","Sean McNamara (director)"
"<http://dbpedia.org/resource/What_a_Way_to_Go%21>","What a Way to Go!","J. Lee Thompson"
"<http://dbpedia.org/resource/Operation_Crossbow_%28film%29>","Operation Crossbow (film)","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Sorrows_of_Satan_%28film%29>","The Sorrows of Satan (film)","D.W. Griffith"
"<http://dbpedia.org/resource/Girls_in_the_Night>","Girls in the Night","Jack Arnold (director)"
"<http://dbpedia.org/resource/Romance_with_a_Double_Bass>","Romance with a Double Bass","Robert Young (director)"
"<http://dbpedia.org/resource/That%27s_Dancing%21>","That's Dancing!","Jack Haley, Jr."
"<http://dbpedia.org/resource/It_Couldn%27t_Happen_Here>","It Couldn't Happen Here","Jack Bond (director)"
"<http://dbpedia.org/resource/Howards_End_%28film%29>","Howards End (film)","James Ivory (director)"
"<http://dbpedia.org/resource/Battle_for_the_Planet_of_the_Apes>","Battle for the Planet of the Apes","J. Lee Thompson"
"<http://dbpedia.org/resource/I_Thank_a_Fool>","I Thank a Fool","Robert Stevens (director)"
"<http://dbpedia.org/resource/Police_Academy_4:_Citizens_on_Patrol>","Police Academy 4: Citizens on Patrol","Jim Drake (director)"
"<http://dbpedia.org/resource/N%21ai,_the_Story_of_a_%21Kung_Woman>","N!ai, the Story of a !Kung Woman","John Marshall (filmmaker)"
"<http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_%28film%29>","Buffy the Vampire Slayer (film)","Fran Rubel Kuzui"
"<http://dbpedia.org/resource/The_Dam_Busters_%28film%29>","The Dam Busters (film)","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Stuff_Heroes_Are_Made_Of>","The Stuff Heroes Are Made Of","D. W. Griffith"
"<http://dbpedia.org/resource/The_Lady_Takes_a_Flyer>","The Lady Takes a Flyer","Jack Arnold (director)"
"<http://dbpedia.org/resource/The_Last_Days_of_Pompeii_%281935_film%29>","The Last Days of Pompeii (1935 film)","Merian C. Cooper"
"<http://dbpedia.org/resource/Feed_%27em_and_Weep>","Feed 'em and Weep","Gordon Douglas (director)"
"<http://dbpedia.org/resource/Even_Cowgirls_Get_the_Blues_%28film%29>","Even Cowgirls Get the Blues (film)","Gus Van Sant"
"<http://dbpedia.org/resource/A_Town_Like_Alice_%28film%29>","A Town Like Alice (film)","Jack Lee (film director)"
"<http://dbpedia.org/resource/Tarzan_and_the_Huntress>","Tarzan and the Huntress","Kurt Neumann (director)"
"<http://dbpedia.org/resource/Tarzan_and_the_Huntress>","Tarzan and the Huntress","Kurt Neumann (director)"
"<http://dbpedia.org/resource/Tarzan_and_the_Huntress>","Tarzan and the Huntress","Kurt Neumann (director)"
"<http://dbpedia.org/resource/Bride_of_the_Regiment>","Bride of the Regiment","John Francis Dillon (director)"
"<http://dbpedia.org/resource/The_Magic_Sword_%28film%29>","The Magic Sword (film)","Bert I. Gordon"
"<http://dbpedia.org/resource/Escape_to_Witch_Mountain_%281975_film%29>","Escape to Witch Mountain (1975 film)","John Hough (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Antar_and_Abla>","The Adventures of Antar and Abla","Salah Abu Seif"
"<http://dbpedia.org/resource/Stamp_Day_for_Superman>","Stamp Day for Superman","Thomas Carr (director)"
"<http://dbpedia.org/resource/The_Lone_Ranger_%28serial%29>","The Lone Ranger (serial)","William Witney"
"<http://dbpedia.org/resource/Eat_the_Rich_%28film%29>","Eat the Rich (film)","Peter Richardson (actor)"
"<http://dbpedia.org/resource/Stone_of_Destiny_%28film%29>","Stone of Destiny (film)","Charles Martin Smith"
"<http://dbpedia.org/resource/Letters_from_a_Killer>","Letters from a Killer","David Carson (director)"
"<http://dbpedia.org/resource/Lillian_Gish_in_a_Liberty_Loan_Appeal>","Lillian Gish in a Liberty Loan Appeal","D. W. Griffith"
"<http://dbpedia.org/resource/The_Daughter_of_Rosie_O%27Grady>","The Daughter of Rosie O'Grady","David Butler (director)"
"<http://dbpedia.org/resource/He_Ran_All_the_Way>","He Ran All the Way","John Berry (director)"
"<http://dbpedia.org/resource/The_Perils_of_Pauline_%281933_serial%29>","The Perils of Pauline (1933 serial)","Ray Taylor (director)"
"<http://dbpedia.org/resource/Resident_Evil_%28film%29>","Resident Evil (film)","Paul W. S. Anderson"
"<http://dbpedia.org/resource/Young_Adam_%28film%29>","Young Adam (film)","David Mackenzie (director)"
"<http://dbpedia.org/resource/Le_jour_S...>","Le jour S...","Jean Pierre Lefebvre"
"<http://dbpedia.org/resource/One-Trick_Pony_%28film%29>","One-Trick Pony (film)","Robert M. Young (film director)"
"<http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World>","Voyage to the Beginning of the World","Manoel de Oliveira"
